libspiro 1:20220722-1
libspnav 1.0-1
libsrtp 1:2.4.2-1
libssh 0.9.6-1
libssh2 1.10.0-1
libstemmer 2.2.0-2
libsynctex 2022.62885-1
libsysprof-capture 3.44.0-2
libtar 1.2.20-6
libtasn1 4.18.0-1
libteam 1.31-5
libtermkey 0.22-2
libthai 0.1.29-1
libtheora 1.1.1-5
libtiff 4.4.0-3
libtirpc 1.3.3-1
libtommath 1.2.0-3
libtool 2.4.7-3
libtorrent-rasterbar 1:2.0.7-1
libunistring 1.0-1
libunwind 1.6.2-1
libupnp 1.14.13-1
liburcu 0.13.1-1
liburing 2.2-1
libusb 1.0.26-1
libusb-compat 0.1.7-1
libusbmuxd 2.0.2-1
libutempter 1.2.1-3
libuv 1.44.2-1
libva 2.15.0-1
libva-intel-driver 2.4.1-2
libva-mesa-driver 22.1.6-1
libva-vdpau-driver 0.7.4-6
libvdpau 1.5-1
libverto 0.3.2-4
libvisio 0.1.7-7
libvisual 0.4.0-8
libvncserver 0.9.13-1
libvorbis 1.3.7-3
libvpx 1.12.0-1
libvterm01 0.1.4-2
libwacom 2.4.0-1
libwebp 1.2.4-1
libwmf 0.2.12-2
libwpd 0.10.3-3
libwpe 1.12.2-1
libwpg 0.3.3-3
libwslay 1.1.1-4
libx11 1.8.1-3
libx86emu 3.5-2
libxau 1.0.9-4
libxaw 1.0.14-1
libxcb 1.15-1
libxcomposite 0.4.5-4
libxcrypt 4.4.28-2
libxcursor 1.2.1-1
libxcvt 0.1.2-1
libxdamage 1.1.5-4
libxdmcp 1.1.3-4
libxext 1.3.4-4
libxfixes 6.0.0-1
libxfont2 2.0.5-1
libxft 2.3.4-1
libxi 1.8-1
libxinerama 1.1.4-4
libxkbcommon 1.4.1-1
libxkbcommon-x11 1.4.1-1
libxkbfile 1.1.0-3
libxklavier 5.4-3
libxml2 2.9.14-1
libxmlb 0.3.9-1
libxmu 1.1.3-3
libxpm 3.5.13-3
libxrandr 1.5.2-4
libxrender 0.9.10-5
libxres 1.2.1-1
libxshmfence 1.3-3
libxslt 1.1.35-1
libxss 1.2.3-4
libxt 1.2.1-1
libxtst 1.2.3-5
libxv 1.0.11-5
libxvmc 1.0.13-1
libxxf86vm 1.1.4-5
libyaml 0.2.5-1
libyuv r2322+3aebf69d-1
libzip 1.9.2-1
licenses 20220125-1
lilv 0.24.18-1
linux-api-headers 5.18.15-1
linux-firmware 20220708.be7798e-1
linux-firmware-whence 20220708.be7798e-1
linux518 5.18.17-1
linux518-headers 5.18.17-1
linux518-virtualbox-host-modules 6.1.36-7
lirc 1:0.10.1-12
lldb 14.0.6-1
llvm 14.0.6-3
llvm-libs 14.0.6-3
lm_sensors 1:3.6.0.r41.g31d1f125-1
lmdb 0.9.29-1
lmms 1.2.2-10
log4cplus 2.0.8-1
logrotate 3.20.1-1
lsb-release 2.0.r48.3cf5103-1
lsof 4.95.0-1
lttng-ust2.12 2.12.0-3
lua 5.4.4-2
lua-lpeg 1.0.2-4
lua-sec 2:1.1.0-1
lua-socket 1:3.1.0-1
lua52 5.2.4-5
luajit 2.1.0.beta3.r439.g633f265f-1
luarocks 3.9.0-1
luit 20220111-1
lv2 1.18.8-1
lvm2 2.03.16-2
lz4 1:1.9.3-2
lzo 2.10-3
m17n-db 1.8.0-3
m17n-lib 1.8.0-12
m4 1.4.19-1
mailcap 2.1.53-1
make 4.3-3
man-db 2.10.2-1
man-pages 5.13-1
manjaro-alsa 20210928-1
manjaro-application-utility 1.3.3-7
manjaro-base-skel 20171029-3
manjaro-browser-settings 20220522-1
manjaro-documentation-en 20181009-1
manjaro-firmware 20160419-1
manjaro-hello 0.7.0-1
manjaro-hotfixes 2018.08-6
manjaro-icons 20191015-1
manjaro-kde-settings 20220130-1
manjaro-keyring 20220514-2
manjaro-printer 20220314-1
manjaro-pulse 20220217-2
manjaro-release 21.3.7-1
manjaro-settings-manager 0.5.7-6
manjaro-settings-manager-kcm 0.5.7-6
manjaro-settings-manager-knotifier 0.5.7-6
manjaro-system 20220727-1
manjaro-zsh-config 0.22-2
mbedtls 2.28.0-1
md4c 0.4.8-1
mdadm 4.2-2
med-openmpi 4.1.1-2
media-player-info 24-2
memtest86+ 5.31b-1
mesa 22.1.6-1
mesa-demos 8.5.0-2
mesa-utils 8.5.0-2
mesa-vdpau 22.1.6-1
metis 5.1.0.p10-2
mhwd 0.6.5-23
mhwd-amdgpu 19.1.0-1
mhwd-ati 19.1.0-1
mhwd-db 0.6.5-23
mhwd-nvidia 515.65.01-2
mhwd-nvidia-390xx 390.154-1
mhwd-nvidia-470xx 470.141.03-1
milou 5.24.6-1
miniupnpc 2.2.3-1
minizip 1:1.2.12-2
mjpegtools 2.2.1-1
mkinitcpio 31-2.0
mkinitcpio-busybox 1.35.0-1
mkinitcpio-openswap 0.1.0-3
mlt 7.8.0-1
mobile-broadband-provider-info 20220725-1
modemmanager 1.18.10-2
modemmanager-qt 5.96.0-1
mono 6.12.0.177-1
mono-addins 1.3.3-3
mpd 0.23.8-1
mpfr 4.1.0.p13-3
mpg123 1.30.2-1
msgpack-c 4.0.0-1
mtdev 1.1.6-2
mtpfs 1.1-4
mypaint-brushes1 1.3.1-1
ncdu 2.1.2-1
ncurses 6.3-3
ndctl 73-1
neofetch 7.1.0-2
neon 0.32.2-1
neovide 0.9.0-3
neovim 0.7.2-3
nerd-fonts-noto-sans-mono 2.1.0-1
net-snmp 5.9.1-4
netcdf 4.9.0-3
netpbm 10.73.37-1
netstandard-targeting-pack 6.0.8.sdk108-1
nettle 3.8.1-1
networkmanager 1.38.4-1
networkmanager-openconnect 1.2.8-2
networkmanager-openvpn 1.8.18-2
networkmanager-pptp 1.2.10-2
networkmanager-qt 5.96.0-1
networkmanager-vpnc 1.2.8-2
nfs-utils 2.6.2-1
nfsidmap 2.6.2-1
nftables 1:1.0.5-1
nload 0.7.4-7
nm-connection-editor 1.28.0-1
node-gyp 9.1.0-1
nodejs 18.7.0-1
nodejs-nopt 5.0.0-2
noto-fonts 20220607-1
noto-fonts-cjk 20220126-1
noto-fonts-compat 20151217-1
noto-fonts-emoji 20211101-1
noto-fonts-extra 20220607-1
npm 8.17.0-1
npth 1.6-3
nspr 4.34.1-1
nss 3.81-1
nss-mdns 0.15.1-1
ntfs-3g 2022.5.17-1
ntp 4.2.8.p15-1
numactl 2.0.14-3
numlockx 1.2-5
oath-toolkit 2.6.7-1
okular 22.04.3-1
oniguruma 6.9.8-1
onlyoffice-desktopeditors 7.1.1-1
openal 1.22.2-1
openblas 0.3.21-1
opencascade 1:7.5.3-3
opencollada 1:1.6.68-2
opencolorio 2.1.2-1
openconnect 1:9.01-2
opencore-amr 0.1.6-1
opencv 4.6.0-3
openexr 3.1.5-1
openimagedenoise 1.4.3-1
openimageio 2.3.18.0-1
openjpeg2 2.5.0-1
openmpi 4.1.4-1
openpmix 4.1.2-1
openresolv 3.12.0-1
openshadinglanguage 1.11.17.0-4
openssh 9.0p1-1
openssl 1.1.1.q-1
opensubdiv 3.4.4-11
openvdb 9.1.0-1
openvpn 2.5.7-1
openxr 1.0.24-1
opus 1.3.1-3
opusfile 0.12-2
orc 0.4.32-1
os-prober 1.81-1
ostree 2022.5-2
otf-cascadia-code 2111.01-1
oxygen 5.24.6-1
oxygen-icons 1:5.96.0-1
p11-kit 0.24.1-1
p7zip 1:17.04-3
packagekit 1.2.5-1
packagekit-qt5 1.0.2-1
pacman 6.0.1-12
pacman-mirrors 4.23.2-2
pahole 1.23-1
pam 1.5.2-1
pamac-cli 10.4.2-1
pamac-gtk 10.4.2-1
pamac-tray-icon-plasma 0.1.2-4
pambase 20211210-1
pandoc 2.18-19
pandoc-crossref 0.3.12.2-146
pango 1:1.50.9-1
pangomm 2.46.2-1
parted 3.5-1
partitionmanager 22.04.3-1
patch 2.7.6-8
pciutils 3.8.0-2
pcre 8.45-1
pcre2 10.40-1
pcsclite 1.9.8-1
perl 5.36.0-1
perl-alien-build 2.51-1
perl-alien-libxml2 0.17-3
perl-capture-tiny 0.48-6
perl-clone 0.45-4
perl-dbi 1.643-4
perl-encode-locale 1.05-9
perl-error 0.17029-4
perl-ffi-checklib 0.28-3
perl-file-basedir 0.09-2
perl-file-chdir 0.1011-4
perl-file-desktopentry 0.22-9
perl-file-listing 6.15-2
perl-file-mimeinfo 0.33-1
perl-file-which 1.27-2
perl-html-parser 3.78-2
perl-html-tagset 3.20-12
perl-http-cookies 6.10-3
perl-http-daemon 6.14-2
perl-http-date 6.05-5
perl-http-message 6.37-1
perl-http-negotiate 6.01-10
perl-io-html 1.004-3
perl-ipc-system-simple 1.30-4
perl-libwww 6.67-1
perl-lwp-mediatypes 6.04-2
perl-mailtools 2.21-6
perl-net-http 6.22-2
perl-parse-yapp 1.21-5
perl-path-tiny 0.122-2
perl-timedate 2.33-4
perl-try-tiny 0.31-2
perl-uri 5.12-1
perl-www-robotrules 6.02-10
perl-xml-libxml 2.0207-3
perl-xml-namespacesupport 1.12-4
perl-xml-parser 2.46-4
perl-xml-sax 1.02-1
perl-xml-sax-base 1.09-4
perl-xml-writer 0.900-1
phonon-qt5 4.11.1-3
phonon-qt5-gstreamer 4.10.0-3
pinentry 1.2.0-1
pipewire 1:0.3.56-1
pipewire-media-session 1:0.4.1-2
pixman 0.40.0-2
pkcs11-helper 1.29.0-1
pkgconf 1.8.0-1
pkgfile 21-2
plasma-browser-integration 5.24.6-1
plasma-desktop 5.24.6-1
plasma-framework 5.96.0-1
plasma-integration 5.24.6-1
plasma-nm 5.24.6-1
plasma-pa 5.24.6-1
plasma-simplemenu 1.0.12-1
plasma-systemmonitor 5.24.6-1
plasma-workspace 5.24.6-1
plasma-workspace-wallpapers 5.24.6-1
plasma5-themes-breath 21.3.0-4
plasma5-themes-breath-migration 21.3.0-4
plocate 1.1.16-1
polkit 121-1
polkit-kde-agent 5.24.6-1
polkit-qt5 0.114.0-1
poppler 22.08.0-1
poppler-data 0.4.11-1
poppler-glib 22.08.0-1
poppler-qt5 22.08.0-1
popt 1.18-3
portaudio 1:19.7.0-1
portmidi 236-1
portsmf 234-2
potrace 1.16-2
powerdevil 5.24.6-1
powertop 2.14-1
ppp 2.4.9-1
pptpclient 1.10.0-2
prettier 2.7.1-1
print-manager 22.04.3-1
prison 5.96.0-2
procps-ng 3.3.17-1
protobuf 21.4-1
protobuf-c 1.4.1-1
psmisc 23.5-1
ptex 2.4.2-1
pugixml 1.12.1-1
pulseaudio 16.1-1
pulseaudio-alsa 1:1.2.7.1-1
pulseaudio-bluetooth 16.1-1
pulseaudio-ctl 1.70-1
pulseaudio-equalizer 16.1-1
pulseaudio-jack 16.1-1
pulseaudio-lirc 16.1-1
pulseaudio-qt 1.3-1
pulseaudio-rtp 16.1-1
pulseaudio-zeroconf 16.1-1
purpose 5.96.0-1
pybind11 2.10.0-1
pyside2 5.15.5-3
pyside2-tools 5.15.5-3
pyside6 6.3.1-3
pystring 1.1.3.git1-1
python 3.10.5-2
python-appdirs 1.4.4-6
python-asttokens 2.0.7-1
python-backcall 0.2.0-6
python-beautifulsoup4 4.11.1-1
python-black 22.6.0-1
python-cachecontrol 1:0.12.6-4
python-cairo 1.21.0-1
python-capng 0.8.3-1
python-certifi 2022.06.15-1
python-cffi 1.15.1-1
python-chardet 5.0.0-1
python-click 8.1.3-1
python-colorama 0.4.5-1
python-commonmark 0.9.1-5
python-cryptography 37.0.4-1
python-cycler 0.11.0-1
python-dateutil 2.8.2-4
python-decorator 5.1.1-1
python-defusedxml 0.7.1-4
python-distlib 0.3.5-1
python-distro 1.7.0-1
python-dnspython 1:2.2.1-1
python-docopt 0.6.2-11
python-docutils 1:0.19-1
python-executing 0.10.0-1
python-fonttools 4.34.4-1
python-future 0.18.2-7
python-gitdb 1:4.0.9-1
python-gitpython 3.1.27-1
python-gobject 3.42.2-1
python-greenlet 1.1.2-3
python-html5lib 1.1-11
python-idna 3.3-4
python-importlib-metadata 4.8.1-3
python-isort 5.10.1-5
python-jaraco.context 4.1.1-2
python-jaraco.functools 3.5.1-1
python-jaraco.text 3.8.1-1
python-jedi 0.18.1-1
python-keyutils 0.6-8
python-kiwisolver 1.4.3-1
python-lxml 4.9.1-1
python-manjaro-sdk 0.8-2
python-markdown 3.4.1-1
python-matplotlib 3.5.2-1
python-matplotlib-inline 0.1.3-3
python-more-itertools 8.13.0-2
python-msgpack 1.0.3-1
python-mypy_extensions 0.4.3-5
python-natsort 8.1.0-1
python-nose 1.3.7-14
python-npyscreen 4.10.5-7
python-nspektr 0.4.0-1
python-numpy 1.23.1-1
python-ordered-set 4.0.2-6
python-packaging 21.3-1
python-parso 1:0.8.3-1
python-pathspec 0.9.0-3
python-pep517 0.12.0-4
python-pexpect 4.8.0-6
python-pickleshare 0.7.5-8
python-pillow 9.2.0-1
python-pip 22.2.2-1
python-pivy 0.6.7-1
python-platformdirs 2.5.2-1
python-ply 3.11-10
python-prompt_toolkit 3.0.30-2
python-psutil 5.9.1-1
python-ptyprocess 0.7.0-4
python-pure-eval 0.2.2-1
python-pycparser 2.21-3
python-pycups 2.0.1-5
python-pycurl 7.45.1-1
python-pygments 2.12.0-1
python-pynvim 0.4.3-2
python-pyopenssl 22.0.0-1
python-pyparsing 3.0.9-1
python-pyqt5 5.15.7-1
python-pyqt5-sip 12.11.0-1
python-pysmbc 1.0.23-3
python-reportlab 3.6.11-1
python-requests 2.28.1-1
python-resolvelib 0.8.1-1
python-rich 12.5.1-1
python-setuptools 1:61.3.1-1
python-shiboken2 5.15.5-3
python-shtab 1.5.5-1
python-six 1.16.0-5
python-smmap 1:5.0.0-3
python-sniffio 1.2.0-5
python-soupsieve 2.3.2.post1-1
python-spec 1.4.1-3
python-stack-data 0.4.0-1
python-systemd 234-11
python-tenacity 8.0.1-3
python-termcolor 1.1.0-12
python-toml 0.10.2-7
python-tomli 2.0.1-1
python-tornado 6.1.0-5
python-traitlets 5.3.0-1
python-trove-classifiers 2022.8.7-1
python-typing_extensions 4.3.0-1
python-urllib3 1.26.11-1
python-validate-pyproject 0.9-1
python-wcwidth 0.2.5-6
python-webencodings 0.5.1-9
python-wxpython 1:4.1.1-3
python-yaml 6.0-1
python-zipp 3.8.1-1
qbittorrent 4.4.3.1-3
qca-qt5 2.3.4-3
qcustomplot 2.1.0-1
qhexedit2 0.8.9-1
qhull 2020.2-4
qpdf 10.6.3-1
qqc2-desktop-style 5.96.0-1
qrencode 4.1.1-1
qscintilla-qt5 2.13.3-1
qt5-base 5.15.5+kde+r174-1
qt5-declarative 5.15.5+kde+r19-1
qt5-graphicaleffects 5.15.5+kde+r0-1
qt5-imageformats 5.15.5+kde+r4-1
qt5-location 5.15.5+kde+r3-1
qt5-multimedia 5.15.5+kde+r1-1
qt5-networkauth 5.15.5+kde+r0-1
qt5-quickcontrols 5.15.5+kde+r0-1
qt5-quickcontrols2 5.15.5+kde+r5-1
qt5-script 5.15.10-2
qt5-sensors 5.15.5+kde+r0-1
qt5-speech 5.15.5+kde+r1-1
qt5-svg 5.15.5+kde+r11-1
qt5-tools 5.15.5+kde+r1-3
qt5-translations 5.15.5+kde+r2-1
qt5-virtualkeyboard 5.15.5+kde+r3-1
qt5-wayland 5.15.5+kde+r38-3
qt5-webchannel 5.15.5+kde+r3-1
qt5-webengine 5.15.10-2
qt5-webkit 5.212.0alpha4-15
qt5-x11extras 5.15.5+kde+r0-1
qt5-xmlpatterns 5.15.5+kde+r0-1
qt6-base 6.3.1-1
qt6-declarative 6.3.1-1
qt6-svg 6.3.1-1
qt6-translations 6.3.1-1
ragel 6.10-3
raptor 2.0.15-19
rav1e 0.4.1-2
re2 1:20220601-1
readline 8.1.002-1
reiserfsprogs 3.6.27-3
rest 0.8.1+r4+ge5ee6ef-1
rhash 1.4.2-1
ripgrep 13.0.0-2
rmlint 2.10.1-3
rpcbind 1.2.6-2
rsync 3.2.5pre2-1
rtkit 0.13-2
rtmpdump 1:2.4.r99.f1b83c1-2
ruby 3.0.4-5
ruby-bundledgems 3.0.4-5
ruby-bundler 2.3.19-1
ruby-date 3.2.2-1
ruby-irb 1.4.1-1
ruby-json 2.6.2-1
ruby-minitest 5.16.2-1
ruby-net-http 0.2.2-1
ruby-open-uri 0.2.0-2
ruby-power_assert 2.0.1-1
ruby-psych 4.0.4-2
ruby-rake 13.0.6-1
ruby-rdoc 6.4.0-2
ruby-reline 0.3.1-1
ruby-rexml 3.2.5-1
ruby-stdlib 3.0.4-5
ruby-stringio 3.0.2-1
ruby-test-unit 3.5.3-1
ruby-time 0.2.0-2
ruby-uri 0.11.0-2
rubygems 3.3.15-1
run-parts 5.5-1
runc 1.1.3-1
rust-analyzer 20220808-1
rustup 1.25.1-1
s-nail 14.9.24-1
samba 4.16.4-3
sane 1.1.1-1
sbc 2.0-1
screenfetch 3.9.1-1
sddm 0.19.0-8
sddm-breath-theme 21.3.0-4
sddm-kcm 5.24.6-1
sdl12-compat 1.2.52-2
sdl2 2.0.22-2
sed 4.8-1
semver 7.3.7-1
serd 0.30.14-1
shaderc 2022.1-4
shadow 4.11.1-1
shared-mime-info 2.0+144+g13695c7-1
shellcheck 0.8.0-156
shiboken6 6.3.1-3
signon-kwallet-extension 22.04.3-1
signon-plugin-oauth2 0.25-1
signon-ui 0.17+20171022-3
signond 8.61-1
simple-scan 42.1-1
slang 2.3.2-2
smartmontools 7.3-1
smbclient 4.16.4-3
snapd-glib 1.60-1
snappy 1.1.9-2
sndio 1.9.0-1
socat 1.7.4.3-1
sof-firmware 2.2-1
solid 5.96.0-1
solidity 0.8.15-1
sonnet 5.96.0-1
soqt 1.6.0-3
sord 0.16.12-3
sound-theme-freedesktop 0.8-5
soundtouch 2.3.1-2
source-highlight 3.1.9-8
spandsp 0.0.6-3
spectacle 22.04.3-1
spectre-meltdown-checker 0.45-1
speex 1.2.1-1
speexdsp 1.2.1-1
spirv-tools 2022.1-1
splix 2.0.0-16
sqlcipher 4.5.1-2
sqlite 3.39.2-2
sqlitebrowser 3.12.2-2
squashfuse 0.1.105-1
sratom 0.6.12-1
srt 1.5.0-1
sshfs 3.7.3-1
stk 4.6.2-1
stoken 0.92-4
stylelint 14.10.0-1
sudo 1.9.11.p3-1
suil 0.10.16-1
suitesparse 5.12.0-1
svt-av1 1.1.0-1
svt-hevc 1.5.1-2
syndication 5.96.0-1
syntax-highlighting 5.96.0-1
sysfsutils 2.1.1-1
sysstat 12.6.0-1
system-config-printer 1.5.16-1.2
systemd 251.4-1
systemd-fsck-silent 239-1
systemd-kcm 1.2.1-5
systemd-libs 251.4-1
systemd-sysvcompat 251.4-1
systemsettings 5.24.6-3
t1lib 5.1.2-8
taglib 1.12-1
talloc 2.3.4-1
tar 1.34-1
tbb 2021.5.0-2
tcl 8.6.12-3
tdb 1.4.7-1
terminus-font 4.49.1-2
tevent 1:0.13.0-1
texinfo 6.8-2
texlive-bin 2022.62885-1
texlive-core 2022.63035-1
thin-provisioning-tools 0.9.0-1
threadweaver 5.96.0-1
tidy 5.8.0-2
timeshift 22.06.5-1
timeshift-autosnap-manjaro 0.10-1
tinyxml 2.6.2-9
tk 8.6.12-1
tldr 3.1.0-2
tlp 1.5.0-5
tmux 3.3_a-2
tpm2-tss 3.2.0-1
tracker3 3.3.3-1
transcode 1.1.7-40
tree 2.0.2-2
tree-sitter 0.20.6-1
tslib 1.22-1
ttf-carlito 20130920-6
ttf-cascadia-code 2111.01-1
ttf-dejavu 2.37+18+g9b5d1b2f-3
ttf-droid 20121017-10
ttf-fira-code 6.2-2
ttf-hack 3.003-3
ttf-inconsolata 1:3.000-3
ttf-indic-otf 0.2-11
ttf-liberation 2.1.5-1
ttf-roboto 2.138-4
ttf-roboto-mono 3.000-1
ttf-roboto-slab 20210722-1
twolame 0.4.0-2
tzdata 2022b-1
udiskie 2.4.2-1
udisks2 2.9.4-1
ufw 0.36.1-1
uget 2.2.3-5
unarchiver 1.10.7-6
unibilium 2.1.1-1
unzip 6.0-19
upower 0.99.20-1
usb_modeswitch 2.6.1-3
usbmuxd 1.1.1-1
usbutils 014-2
util-linux 2.38.1-1
util-linux-libs 2.38.1-1
v4l-utils 1.22.1-1
v86d 0.1.10-6
vagrant 2.3.0-2
vamp-plugin-sdk 2.10.0-1
vcdimager 2.0.1-4
ventoy 1.0.79-1
vid.stab 1.1-3
vim 9.0.0135-1
vim-runtime 9.0.0135-1
virtualbox 6.1.36-1
virtualbox-ext-vnc 6.1.36-1
virtualbox-guest-iso 6.1.36-1
vlc 3.0.17.4-7
vmaf 2.3.1-1
volume_key 0.3.12-7
vpnc 1:0.5.3.r506.r204-1
vte-common 0.68.0-2
vte3 0.68.0-2
vtk 9.1.0-19
vulkan-headers 1:1.3.221-1
vulkan-icd-loader 1.3.221-1
vulkan-intel 22.1.6-1
vulkan-radeon 22.1.6-1
vulkan-tools 1.3.217-1
wavpack 5.5.0-1
wayland 1.21.0-1
wayland-protocols 1.26-1
wayland-utils 1.0.0-2
web-installer-url-handler 2.3-1
webkit2gtk 2.36.6-1
webkit2gtk-4.1 2.36.6-1
webrtc-audio-processing 0.3.1-3
wget 1.21.3-1
which 2.21-5
wildmidi 0.4.4-1
wine 7.15-1
wireless-regdb 2022.06.06-1
wmctrl 1.07-6
woff-fira-code 6.2-2
woff2 1.0.2-4
woff2-cascadia-code 2111.01-1
woff2-fira-code 6.2-2
wpa_supplicant 2:2.10-5
wpebackend-fdo 1.12.1-1
wxwidgets-common 3.2.0-4
wxwidgets-gtk3 3.2.0-4
x264 3:0.164.r3081.19856cc-2
x265 3.5-3
xapian-core 1:1.4.19-2
xapp 2.2.14-1
xbitmaps 1.1.2-3
xcb-proto 1.15.2-1
xcb-util 0.4.0-4
xcb-util-cursor 0.1.3-4
xcb-util-image 0.4.0-4
xcb-util-keysyms 0.4.0-4
xcb-util-renderutil 0.3.9-4
xcb-util-wm 0.4.1-4
xdg-dbus-proxy 0.1.4-1
xdg-desktop-portal 1.15.0-1
xdg-desktop-portal-kde 5.24.6-1
xdg-user-dirs 0.18-1
xdg-utils 1.1.3+21+g1a58bc2-1
xdotool 3.20211022.1-1
xerces-c 3.2.3-6
xf86-input-elographics 1.4.2-3
xf86-input-evdev 2.10.6-3
xf86-input-libinput 1.2.1-1
xf86-input-void 1.4.1-6
xf86-video-amdgpu 22.0.0-1
xf86-video-ati 1:19.1.0.r9.g5eba006e-2
xf86-video-intel 1:2.99.917+916+g31486f40-2
xf86-video-nouveau 1.0.17-2
xfsprogs 5.18.0-1
xkeyboard-config 2.36-2.1
xmlsec 1.2.34-1
xorg-fonts-encodings 1.0.6-1
xorg-mkfontscale 1.2.2-1
xorg-server 21.1.4-1
xorg-server-common 21.1.4-1
xorg-setxkbmap 1.3.3-1
xorg-twm 1.0.12-1
xorg-xauth 1.1.2-1
xorg-xdpyinfo 1.3.3-4
xorg-xhost 1.0.8-3
xorg-xinit 1.4.1-3
xorg-xkbcomp 1.4.5-1
xorg-xkill 1.0.5-3
xorg-xmessage 1.0.6-1
xorg-xmodmap 1.0.11-1
xorg-xprop 1.2.5-1
xorg-xrandr 1.5.1-2
xorg-xrdb 1.2.1-1
xorg-xset 1.2.4-3
xorg-xsetroot 1.1.2-3
xorgproto 2022.2-1
xsel 1.2.0.20200527-1
xterm 372-2
xvidcore 1.3.7-2
xxhash 0.8.1-2
xz 5.2.6-1
yajl 2.1.0-5
yakuake 22.04.3-1
yaml-cpp 0.7.0-2
yay 11.3.0-1
z3 4.9.1-1
zbar 0.23.1-9
zenity 3.43.0-1
zensu 0.3-6
zeromq 4.3.4-2
zimg 3.0.4-1
zip 3.0-10
zlib 1:1.2.12-2
zsh 5.9-1
zsh-autosuggestions 0.7.0-1
zsh-completions 0.34.0-2
zsh-history-substring-search 1.0.2-1
zsh-syntax-highlighting 0.7.1-1
zsh-theme-powerlevel10k 1.16.1-1
zstd 1.5.2-7
zvbi 0.2.35-4
zxing-cpp 1.4.0-1
zziplib 0.13.72-1
